CallName,filenum,location,call,UpdatedCallName,channel,startutt,stoputt,duration,content,tier,emotion_rating,audio_quality,caller_gender,Total N,N Suspicious,N Investigation,Fluency1_mean,UrgencyVictim1_mean,UrgencySelf1_mean,Emotion1_mean,CogLoad1_mean,Impression1_mean,Information1_mean,Suspicion1_mean,Investigation1_mean,Fluency1_sd,UrgencyVictim1_sd,UrgencySelf1_sd,Emotion1_sd,CogLoad1_sd,Impression1_sd,Information1_sd,Suspicion1_sd,Investigation1_sd,Fluency1_max,UrgencyVictim1_max,UrgencySelf1_max,Emotion1_max,CogLoad1_max,Impression1_max,Information1_max,Suspicion1_max,Investigation1_max
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,28.055,38.38,10.325,"Honestly, I couldn't, I couldn't see anything um I tried using my flashlight I couldn't see anything. He's kinda like writhing in pain, but he's not responding to anything I say.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,39.625,41.145,1.52,Okay how old do you think he is?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,42.545,46.225,3.68,"Uh, I don't know, I would say probably in his 40's maybe, early 50's.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,46.685,48.725,2.04,"Is he Black, White, Hispanic, Native American?",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,49.895,52.035,2.14,Um I could not tell I think he's white.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,52.635,54.885,2.25,"Okay, and where is he bleeding from?",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,56.35,62.74,6.39,"Uh, again I, I'm not 100% sure. There's just, there's a lot of blood kinda all over him I can't tell where it would be. ",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,64.46,67.57,3.11,"Okay is the female Black, White, Hispanic, Native American?",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,69.035,72.525,3.49,"Um, I'm gonna go with uh Hispanic or Black.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,73.32,76.09,2.77,"Okay, how old do you think she is? 20's, 30's, 40's?",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,77.395,84.805,7.41,"I honestly didn't get too I can't get too good of a look, she's kinda like talking to him, so like I don't know but I just know that this guy definetely needs help.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,84.86,90.04,5.18,"Okay, we've already started the call. I just need as much information as possible. So is she with the male that's bleeding?",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,90.91,92.46,1.55,What was that? Say that again.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,92.635,97.735,5.1,"So the, you said the Hispanic or Black female is is with the guy that's that's bleeding in the street?",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,98.87,104.225,5.355,Yeah but she was just screaming at him now. She's like talking to him but like he's like not moving.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,104.47,106.55,2.08,Okay but she said everyone is going to die?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,107.22,108.11,0.89,"Uh, yeah.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,110.925,112.245,1.32,Do you see any weapons in her hands?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,113.405,113.985,0.58,I do not.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,115.635,117.295,1.66,Okay is there anybody else around?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,118.095,120.57,2.475,Um not that I can see anywhere near.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,121.165,123.015,1.85,"I I can't hear you, you gotta talk into the phone, what?",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,123.88,126.86,2.98,"Um no not anywhere else that I can see, no.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,126.93,129.31,2.38,Okay do you know what house they came out of?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,130.15,143.04,12.89,"Um no actually I was just, I I deliver for Dominos. I was driving down 8th street and I just saw what you know what looked like a trash bag of dirt, but I stopped and it was some dude on the ground with a lot of blood around him.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,143.69,145.79,2.1,Okay how much blood do you think is there?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,146.975,150.235,3.26,"Uh, a good, a good amount more keep coming.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,150.875,153.055,2.18,Okay but you can't tell where he's bleeding from?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,153.765,157.815,4.05,No ma'am uh from what I'm hearing it sounds like he might have got hit by a car.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,158.36,158.72,0.36,Okay.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,164.52,165.09,0.57,What is your name?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,166.225,175.97,9.745, My name is Joseph Ballester. Ballester is spelled B-A-L-L-E-S-T-E-R. Joseph - regular spelling. ,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,176.41,177.56,1.15,What is your telephone number?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,178.95,184.42,5.47,Um my phone number is going to be 520-917-7124.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,186.1,186.35,0.25,Okay.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,187.625,188.435,0.81,Are you still there?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,189.52,190,0.48,Yes ma'am.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,191.295,192.885,1.59,Is that him moaning in the background?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,194.27,196.55,2.28,"Uh no that is, that is her talking to him.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,196.98,197.53,0.55,Okay.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,198.795,201.34,2.545,Is he moving or can you tell if he's breathing?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,202.965,206.895,3.93,"It looks like he's, it looks like he's breathing, but he is not moving.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,207.14,207.75,0.61,Okay.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,210.635,212.225,1.59,Is she doing anything to him?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,213.47,215.2,1.73,I think she is praying.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,216.355,216.755,0.4,Okay.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,218.885,220.065,1.18,What kind of vehicle are you in?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,221.095,225.205,4.11,I'm in a 2015 Nissan Altima. It's gray.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,233.52,240,6.48,"Okay, if you can stay on the phone with me. If you feel like you're in danger, just let me know, but I'm gonna keep you on the phone until officers get there, okay?.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,240.91,243.3,2.39,"Yes ma'am not a problem, I wasn't going to go anywhere.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,243.865,246.445,2.58,Okay. Are they still in the middle of the street? Or where are they at?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,247.28,253.11,5.83,"I mean they're, they're like right on the corner right off the sidewalk um on the corner of like Park and 8th.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,256.23,259.04,2.81,"Okay, what corner are they on? East, west, north, south?",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,260.41,266.315,5.905,"I would say, I think it's south uh let's see it'd be uh southwest, if I'm correct.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,268.62,268.91,0.29,Okay.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,271.075,272.335,1.26,How far away are you from them?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,273.86,279.67,5.81,"I'm uh within 15 feet.I'm in my car though, I got my car shut so.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,283.765,286.39,2.625,Okay. Has he been moving or anything else?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,287.425,297.985,10.56,"Uh yes, he was he was moving, uh probably I'd say 5 minutes ago. And for the past 2 and a half, 3 minutes I haven't seen much movement from him. I'm kinda getting worried. ",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,298.335,305.175,6.84,"Okay well we've got um officers in route to you okay. But you couldn't tell if he was bleeding from his head, his legs?",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,303.505,304.315,0.81,[xxx],1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,305.585,308.025,2.44,Could you tell where the blood was coming from?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,308.765,319.155,10.39,"Honestly no, he's got, there's blood like pretty much all over his body, I can't see like any like you know wounds that are showing and blood coming out of them directly.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,319.26,322.95,3.69,Okay but she can't she doesn't have anything in her hand. Is she still praying over him?,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,324.115,324.405,0.29,Yes.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,326.96,329.1,2.14,But no I don't see anything else in her hand either.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,329.22,329.53,0.31,Okay.,1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Operator female,329.995,332.015,2.02,"Let me know when you see the officers, okay?",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
01-TUC-1804060039,1,TUC,0,01-TUC-0,Caller male,333.475,337.035,3.56,"Alright, I think there's actually an officer coming up behind us.",1,0,5,male,23,3,2,1.57,4.13,1.91,1.74,1.3,2.87,1.57,1.43,1.74,0.59,0.69,1,0.86,0.63,1.32,1.08,1.08,1.51,3,5,4,4,3,5,5,5,6
