,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CallName,filenum,channel,startutt,stoputt,duration,content,call_name,speaker_name,speaker_role
25,25,25,25,25,01-TUC-18040600,28,B,121.314,123.134,1.820000000000008,I can't hear. You got talking to the phone when?,01-TUC-18040600,B,operator
26,26,26,26,26,01-TUC-18040600,28,C,124.074,126.794,2.719999999999999,"No, not anywhere else that I can see, no.",01-TUC-18040600,C,caller
27,27,27,27,27,01-TUC-18040600,28,B,126.954,129.134,2.1799999999999926,"Okay, do you know what house they came out of?",01-TUC-18040600,B,operator
28,28,28,28,28,01-TUC-18040600,28,C,130.474,143.226,12.75200000000001,"No, actually, I was just. I delivered for Domino's. I was driving down eight treat and I just saw what looked, you know, it looks like a trash bag at first, and then I stopped and it was some dude on the ground with a lot of blood around him.",01-TUC-18040600,C,caller
29,29,29,29,29,01-TUC-18040600,28,B,143.41,145.934,2.524000000000001,"Okay, how much blood do you think is there?",01-TUC-18040600,B,operator
30,30,30,30,30,01-TUC-18040600,28,C,148.314,150.414,2.0999999999999943,A good amount. And more keeps coming.,01-TUC-18040600,C,caller
31,31,31,31,31,01-TUC-18040600,28,B,150.994,153.054,2.0600000000000023,"Okay, but you can't tell where he's bleeding from?",01-TUC-18040600,B,operator
32,32,32,32,32,01-TUC-18040600,28,C,153.714,157.934,4.219999999999999,"No, ma'am. From what? I'm hearing. It sounds like he might have got hit by a car.",01-TUC-18040600,C,caller
33,33,33,33,33,01-TUC-18040600,28,B,164.294,165.474,1.1799999999999784,What is your name?,01-TUC-18040600,B,operator
34,34,34,34,34,01-TUC-18040600,28,C,166.174,176.262,10.087999999999994,My name is Joseph Alistair. Alistair is spelled b a l l e s t e r. Joseph. Regular spelling.,01-TUC-18040600,C,caller
35,35,35,35,35,01-TUC-18040600,28,B,176.398,177.874,1.475999999999999,What is your telephone number?,01-TUC-18040600,B,operator
36,36,36,36,36,01-TUC-18040600,28,C,179.094,186.814,7.719999999999999,My phone number is going to be 520-917-7124 okay.,01-TUC-18040600,C,caller
37,37,37,37,37,01-TUC-18040600,28,B,187.514,188.694,1.1799999999999784,Are you still there?,01-TUC-18040600,B,operator
38,38,38,38,38,01-TUC-18040600,28,C,189.354,190.374,1.0199999999999818,"Yes, ma'am.",01-TUC-18040600,C,caller
39,39,39,39,39,01-TUC-18040600,28,B,191.194,193.054,1.8600000000000136,Is that him moaning in the background?,01-TUC-18040600,B,operator
40,40,40,40,40,01-TUC-18040600,28,C,194.314,196.794,2.480000000000018,"No, that is. That is her talking to him.",01-TUC-18040600,C,caller
41,41,41,41,41,01-TUC-18040600,28,B,196.954,201.534,4.579999999999984,"Okay, is he moving or can you tell if he's breathing?",01-TUC-18040600,B,operator
42,42,42,42,42,01-TUC-18040600,28,C,202.874,206.614,3.740000000000009,"It looks like he. It looks like he's breathing, but he is not moving.",01-TUC-18040600,C,caller
43,43,43,43,43,01-TUC-18040600,28,B,207.114,212.534,5.419999999999988,Okay. Is she doing anything to him?,01-TUC-18040600,B,operator
44,44,44,44,44,01-TUC-18040600,28,C,213.414,215.554,2.140000000000015,I think she is praying.,01-TUC-18040600,C,caller
45,45,45,45,45,01-TUC-18040600,28,B,216.214,220.394,4.180000000000007,"Okay, what kind of vehicle are you in?",01-TUC-18040600,B,operator
46,46,46,46,46,01-TUC-18040600,28,C,221.054,225.234,4.180000000000007,I'm in a 2015 Nissan Altima. It's great.,01-TUC-18040600,C,caller
47,47,47,47,47,01-TUC-18040600,28,B,233.214,240.194,6.97999999999999,"Okay, if you can stay on the phone with me, if you feel like you're in danger, just let me know. But I'm going to keep you on the phone until officers get there, okay?",01-TUC-18040600,B,operator
48,48,48,48,48,01-TUC-18040600,28,C,240.854,243.398,2.5439999999999827,"Yes, ma'am. Not a problem. I wasn't going to go anywhere.",01-TUC-18040600,C,caller
49,49,49,49,49,01-TUC-18040600,28,B,243.526,246.474,2.947999999999979,Okay. Are they still in the middle of the street or where are they at?,01-TUC-18040600,B,operator
50,50,50,50,50,01-TUC-18040600,28,C,247.094,253.554,6.460000000000008,"I mean, they're, like, right on the corner, right off of the sidewalk on the corner of, like, park and eight.",01-TUC-18040600,C,caller
51,51,51,51,51,01-TUC-18040600,28,B,255.934,258.874,2.940000000000026,"Okay, what corner are they on? East, west, north, south?",01-TUC-18040600,B,operator
52,52,52,52,52,01-TUC-18040600,28,C,260.294,266.154,5.860000000000014,I would say. I think it's south. Let's see. It'd be southwest if I'm.,01-TUC-18040600,C,caller
53,53,53,53,53,01-TUC-18040600,28,B,268.514,272.734,4.21999999999997,"Okay, how far away are you from them?",01-TUC-18040600,B,operator
54,54,54,54,54,01-TUC-18040600,28,C,273.714,279.054,5.339999999999975,"I'm within 15ft. I'm in my car, though. I got my car shot.",01-TUC-18040600,C,caller
55,55,55,55,55,01-TUC-18040600,28,B,284.274,286.614,2.339999999999975,Has he been moving or anything else?,01-TUC-18040600,B,operator
56,56,56,56,56,01-TUC-18040600,28,C,287.714,298.164,10.449999999999989,"Yes, he was moving probably, I'd say, five minutes ago. And for the past, like, two and a half, three minutes, I haven't seen too much movement from him. I'm kind of getting worried.",01-TUC-18040600,C,caller
57,57,57,57,57,01-TUC-18040600,28,B,298.324,307.784,9.45999999999998,"Okay, well, we've got officers in route to you. Okay. But you could not tell if he was bleeding from his head, his legs. Could you tell where the blood was coming from?",01-TUC-18040600,B,operator
58,58,58,58,58,01-TUC-18040600,28,C,308.764,319.376,10.611999999999966,"Honestly, no. He's got. There's blood, like, pretty much all over his body. I can't see any, like, you know, wounds that are showing any blood coming out of him, like, directly.",01-TUC-18040600,C,caller
59,59,59,59,59,01-TUC-18040600,28,B,319.5,323.284,3.783999999999992,"Okay, but you can't. She doesn't have anything in her hand. Is she still praying over him?",01-TUC-18040600,B,operator
60,60,60,60,60,01-TUC-18040600,28,C,323.984,328.984,5.0,"Yes, but no, I don't see anything in her hand either.",01-TUC-18040600,C,caller
61,61,61,61,61,01-TUC-18040600,28,B,329.144,332.244,3.1000000000000227,"Okay, let me know when you see the officers. Okay.",01-TUC-18040600,B,operator
62,62,62,62,62,01-TUC-18040600,28,C,333.384,342.044,8.659999999999968,"All right. I think there's actually an officer coming up behind us, but I'm not 100% sure.",01-TUC-18040600,C,caller
63,63,63,63,63,01-TUC-18040600,28,B,342.424,343.324,0.9000000000000341,Okay.,01-TUC-18040600,B,operator
64,64,64,64,64,01-TUC-18040600,28,C,350.004,353.664,3.659999999999968,"Okay. Yes, ma'am. I have an officer here.",01-TUC-18040600,C,caller
65,65,65,65,65,01-TUC-18040600,28,B,354.124,356.144,2.019999999999982,Okay. Are they at the right place?,01-TUC-18040600,B,operator
66,66,66,66,66,01-TUC-18040600,28,C,356.884,357.692,0.8079999999999927,"Yes, ma'am.",01-TUC-18040600,C,caller
67,67,67,67,67,01-TUC-18040600,28,B,357.788,358.476,0.6879999999999882,Okay.,01-TUC-18040600,B,operator
68,68,68,68,68,01-TUC-18040600,28,A,358.62,358.98,0.3600000000000136,All right.,01-TUC-18040600,A,operator
69,69,69,69,69,01-TUC-18040600,28,B,359.012,360.304,1.2919999999999732,Just go and talk to them.,01-TUC-18040600,B,operator
70,70,70,70,70,01-TUC-18040600,28,C,361.044,362.012,0.9680000000000176,All right. Thank you.,01-TUC-18040600,C,caller
71,71,71,71,71,01-TUC-18040600,28,B,362.068,362.532,0.4639999999999986,You're welcome. Bye.,01-TUC-18040600,B,operator
72,72,72,72,72,03-TUC-17022003,76,A,15.84,26.234,10.394000000000002,"This is Tucson police. Are you at 5210 South Fletcher? Okay, let me speak to him in English.",03-TUC-17022003,A,operator
73,73,73,73,73,03-TUC-17022003,76,B,26.714,27.882,1.1680000000000028,"One moment, please.",03-TUC-17022003,B,caller
74,74,74,74,74,03-TUC-17022003,76,A,27.978,28.814,0.8359999999999985,Okay.,03-TUC-17022003,A,operator
75,75,75,75,75,03-TUC-17022003,76,B,31.354,32.37,1.0159999999999982,Hello? Hello?,03-TUC-17022003,B,caller
76,76,76,76,76,03-TUC-17022003,76,A,32.482,36.934,4.451999999999998,"Hi, it's Tucson police. You didn't answer. Are you at 52 ten South Fletcher?",03-TUC-17022003,A,operator
77,77,77,77,77,03-TUC-17022003,76,B,37.954,39.586,1.631999999999998,"Um, what's that?",03-TUC-17022003,B,caller
78,78,78,78,78,03-TUC-17022003,76,A,39.69,42.894,3.2040000000000006,Are you at 52 ten South Fletcher?,03-TUC-17022003,A,operator
79,79,79,79,79,03-TUC-17022003,76,B,43.234,43.914,0.6799999999999997,Yes.,03-TUC-17022003,B,caller
80,80,80,80,80,03-TUC-17022003,76,A,44.034,45.934,1.8999999999999984,"All right, what's going on there?",03-TUC-17022003,A,operator
81,81,81,81,81,03-TUC-17022003,76,B,46.314,66.47,20.156,"Oh, well, I heard someone shut them. I'm not sure, but someone died. No, I'm not totally sure what happened exactly, but someone's, uh, you know, heartbroken.",03-TUC-17022003,B,caller
82,82,82,82,82,03-TUC-17022003,76,A,66.662,70.834,4.171999999999997,That the female that that was on the. Heartbroken? She's heartbroken?,03-TUC-17022003,A,operator
83,83,83,83,83,03-TUC-17022003,76,B,71.654,74.03,2.3760000000000048,Yeah. I don't know. She's crying a lot.,03-TUC-17022003,B,caller
84,84,84,84,84,03-TUC-17022003,76,A,74.182,75.074,0.8919999999999959,Uh huh.,03-TUC-17022003,A,operator
85,85,85,85,85,03-TUC-17022003,76,B,76.334,78.984,2.6499999999999915,Yeah. Who is it?,03-TUC-17022003,B,caller
86,86,86,86,86,03-TUC-17022003,76,A,79.104,80.564,1.4599999999999935,This is Tucson police.,03-TUC-17022003,A,operator
87,87,87,87,87,03-TUC-17022003,76,B,80.904,84.24,3.3359999999999985,"Tucson police. Okay, is there another.",03-TUC-17022003,B,caller
88,88,88,88,88,03-TUC-17022003,76,A,84.312,88.484,4.171999999999997,Is there a spanish speaker there that speaks English that can tell me what's going on?,03-TUC-17022003,A,operator
89,89,89,89,89,03-TUC-17022003,76,B,103.304,116.346,13.042000000000002,"What happened? Oh, God damn it.",03-TUC-17022003,B,caller
90,90,90,90,90,03-TUC-17022003,76,A,116.49,117.494,1.0040000000000049,What is it?,03-TUC-17022003,A,operator
91,91,91,91,91,03-TUC-17022003,76,B,124.034,125.014,0.9799999999999898,"Yeah, yeah.",03-TUC-17022003,B,caller
92,92,92,92,92,03-TUC-17022003,76,A,129.994,144.56,14.566000000000004,"Is it. Where are they? Sir, please answer my questions. Okay, okay, I know. I know this is upsetting. All right, are they in a bedroom? Are they in a bathroom?",03-TUC-17022003,A,operator
93,93,93,93,93,03-TUC-17022003,76,B,144.592,148.364,3.771999999999992,Where are the living room? Right here in the open front of the door.,03-TUC-17022003,B,caller
94,94,94,94,94,03-TUC-17022003,76,A,148.784,152.364,3.5800000000000125,"All right, and is it. Is it at 5210 South Fletcher?",03-TUC-17022003,A,operator
95,95,95,95,95,03-TUC-17022003,76,B,152.984,155.204,2.219999999999999,"Oh, yeah, the neighbors.",03-TUC-17022003,B,caller
96,96,96,96,96,03-TUC-17022003,76,A,155.664,158.164,2.5,"All right, where's the gun?",03-TUC-17022003,A,operator
97,97,97,97,97,03-TUC-17022003,76,B,158.804,182.308,23.50399999999999,"Uh, and where's the gun? There's no gun. Oh, my dad talking to police already.",03-TUC-17022003,B,caller
98,98,98,98,98,03-TUC-17022003,76,A,182.436,184.618,2.181999999999988,I'm the police. Where. Where's the gun?,03-TUC-17022003,A,operator
99,99,99,99,99,03-TUC-17022003,76,B,184.756,192.554,7.798000000000002,"No, my dad's already talking to a policeman or someone. Ready? He has more info. I'm not sure.",03-TUC-17022003,B,caller
100,100,100,100,100,03-TUC-17022003,76,A,193.494,194.766,1.2719999999999914,How old are you?,03-TUC-17022003,A,operator
101,101,101,101,101,03-TUC-17022003,76,B,194.95,196.03,1.0800000000000125,Me? I'm 16.,03-TUC-17022003,B,caller
102,102,102,102,102,03-TUC-17022003,76,A,196.182,197.314,1.132000000000005,Are you okay?,03-TUC-17022003,A,operator
103,103,103,103,103,03-TUC-17022003,76,B,197.774,198.702,0.9279999999999972,If I'm okay.,03-TUC-17022003,B,caller
104,104,104,104,104,03-TUC-17022003,76,A,198.798,202.558,3.759999999999991,Are you okay? This has been probably pretty upsetting to you. Are you okay?,03-TUC-17022003,A,operator
105,105,105,105,105,03-TUC-17022003,76,B,202.726,216.824,14.098000000000011,"Yeah, yeah, I'm okay. Honestly, I didn't really know the guy. Oh, yeah. All right, well, I'm not sure. I'm not sure who it is yet, but.",03-TUC-17022003,B,caller
106,106,106,106,106,03-TUC-17022003,76,A,218.724,220.904,2.180000000000007,"Just stay on the line with me, okay?",03-TUC-17022003,A,operator
107,107,107,107,107,03-TUC-17022003,76,B,221.964,222.612,0.6479999999999961,Who?,03-TUC-17022003,B,caller
108,108,108,108,108,03-TUC-17022003,76,A,222.748,225.704,2.9560000000000173,"Just stay on the line with me until we get there, please.",03-TUC-17022003,A,operator
109,109,109,109,109,03-TUC-17022003,76,B,227.204,246.144,18.94,"Okay, well. Well, the person is just there. I don't know. Okay.",03-TUC-17022003,B,caller
110,110,110,110,110,03-TUC-17022003,76,A,258.324,274.404,16.079999999999984,That poor woman. Hello? Hello?,03-TUC-17022003,A,operator
111,111,111,111,111,03-TUC-17022003,76,B,288.124,292.764,4.639999999999986,"Oh, yeah.",03-TUC-17022003,B,caller
112,112,112,112,112,05-TUC-17050202,40,A,1.16,3.07,1.91,Tucson police. Rodriguez.,05-TUC-17050202,A,operator
113,113,113,113,113,05-TUC-17050202,40,B,3.222,10.234,7.0120000000000005,Yeah. Somebody has been shot. 26 49 North Oracle. Tiki motel. Please hurry. Please hurry.,05-TUC-17050202,B,caller
114,114,114,114,114,05-TUC-17050202,40,A,11.574,14.754,3.18,Give me the address one more time to make sure I have it correctly.,05-TUC-17050202,A,operator
115,115,115,115,115,05-TUC-17050202,40,B,15.814,16.834,1.0199999999999996,What was that?,05-TUC-17050202,B,caller
116,116,116,116,116,05-TUC-17050202,40,A,18.054,20.99,2.936,Give me that address one more time to make sure I have it correctly.,05-TUC-17050202,A,operator
117,117,117,117,117,05-TUC-17050202,40,B,21.142,28.314,7.172000000000001,26 49 North Oracle. I don't know what. She's still alive. What do you want me to do?,05-TUC-17050202,B,caller
118,118,118,118,118,05-TUC-17050202,40,A,29.894,31.874,1.9800000000000004,"Okay, stay with me.",05-TUC-17050202,A,operator
119,119,119,119,119,05-TUC-17050202,40,B,34.094,35.014,0.9200000000000016,Stay with me. Blue.,05-TUC-17050202,B,caller
120,120,120,120,120,05-TUC-17050202,40,A,35.054,35.294,0.2399999999999948,Blue.,05-TUC-17050202,A,operator
121,121,121,121,121,05-TUC-17050202,40,B,35.334,38.326,2.9919999999999973,Stay with me with her now. Yes. Yes.,05-TUC-17050202,B,caller
122,122,122,122,122,05-TUC-17050202,40,A,38.39,39.662,1.2719999999999985,Okay. What is your name?,05-TUC-17050202,A,operator
123,123,123,123,123,05-TUC-17050202,40,B,39.838,45.286,5.448,My name is Fonda Hawkins. F as in Frank. Aw. NBA. Is there somebody coming here?,05-TUC-17050202,B,caller
124,124,124,124,124,05-TUC-17050202,40,A,45.35,48.206,2.8560000000000016,"We have. We have the call started. Okay, so what I want you to.",05-TUC-17050202,A,operator
125,125,125,125,125,05-TUC-17050202,40,B,48.23,49.71,1.480000000000004,Do is I want you to stay.,05-TUC-17050202,B,caller
126,126,126,126,126,05-TUC-17050202,40,A,49.742,50.918,1.176000000000002,"With me on the phone, okay?",05-TUC-17050202,A,operator
127,127,127,127,127,05-TUC-17050202,40,B,51.006,51.702,0.695999999999998,Okay. Okay.,05-TUC-17050202,B,caller
128,128,128,128,128,05-TUC-17050202,40,A,51.758,52.914,1.1559999999999988,Who has been shot?,05-TUC-17050202,A,operator
129,129,129,129,129,05-TUC-17050202,40,B,54.374,61.726,7.351999999999997,I believe I don't know his real name. He goes by the name of Blue Lou. Okay.,05-TUC-17050202,B,caller
130,130,130,130,130,05-TUC-17050202,40,A,61.75,62.914,1.1640000000000017,About how old is he?,05-TUC-17050202,A,operator
131,131,131,131,131,05-TUC-17050202,40,B,67.134,68.31,1.176000000000002,What was that? Now?,05-TUC-17050202,B,caller
132,132,132,132,132,05-TUC-17050202,40,A,68.462,69.654,1.191999999999993,Who shot him?,05-TUC-17050202,A,operator
133,133,133,133,133,05-TUC-17050202,40,B,69.814,79.526,9.712000000000003,"I have no idea. I heard a shot and I came out of my room, and he was on the ground, and somebody said to help him. Stay with me. Stay with me.",05-TUC-17050202,B,caller
134,134,134,134,134,05-TUC-17050202,40,A,79.55,81.83,2.280000000000001,Did you see him take off in a vehicle or anything?,05-TUC-17050202,A,operator
135,135,135,135,135,05-TUC-17050202,40,B,81.862,86.214,4.352000000000004,I didn't see anybody. I literally was in the bathroom. I came outside and.,05-TUC-17050202,B,caller
136,136,136,136,136,05-TUC-17050202,40,A,86.374,87.754,1.3800000000000097,Where is he right now?,05-TUC-17050202,A,operator
137,137,137,137,137,05-TUC-17050202,40,B,88.094,89.714,1.6200000000000043,He's on the road? Yeah.,05-TUC-17050202,B,caller
138,138,138,138,138,05-TUC-17050202,40,A,90.124,93.34,3.216000000000008,"Okay, where was he shot for you?",05-TUC-17050202,A,operator
139,139,139,139,139,05-TUC-17050202,40,B,93.372,105.024,11.652,"He was shot? Looks like by a heart under his arm. Where was he shot? On the side. Here. Stay with me. Maybe into his left lung, maybe.",05-TUC-17050202,B,caller
140,140,140,140,140,05-TUC-17050202,40,A,105.804,108.74,2.935999999999993,"Okay, was he shot more than once or just once?",05-TUC-17050202,A,operator
141,141,141,141,141,05-TUC-17050202,40,B,108.812,111.076,2.263999999999996,Was he shot more than once? I heard one shot. One shot.,05-TUC-17050202,B,caller
142,142,142,142,142,05-TUC-17050202,40,A,111.14,116.076,4.935999999999993,"Okay. Does anyone there have a cloth or towels, a place on the wound? You guys need to put pressure on?",05-TUC-17050202,A,operator
143,143,143,143,143,05-TUC-17050202,40,B,116.1,119.942,3.841999999999999,"Yes. Get a closet. Daddy, get a closet or a towel we put on the wound. Give me instructions.",05-TUC-17050202,B,caller
144,144,144,144,144,05-TUC-17050202,40,A,120.028,124.818,4.789999999999992,"All right, what I'm gonna have you do is I want you to put pressure on the wound when you control that bleeding. Okay?",05-TUC-17050202,A,operator
145,145,145,145,145,05-TUC-17050202,40,B,124.986,138.37,13.384,"You better hurry. He's not bleeding. Bleeding on me. He's not. Stop talking like that. What the fuck is wrong with you? Okay, keep on sitting.",05-TUC-17050202,B,caller
146,146,146,146,146,05-TUC-17050202,40,A,138.402,143.746,5.344000000000023,Where are you guys? Are you guys next to a specific. A specific room? Where are you?,05-TUC-17050202,A,operator
147,147,147,147,147,05-TUC-17050202,40,B,143.85,160.464,16.614000000000004,"Stop it. Okay, go away. I'm in front of room 22 and 21 in the back. Wake them up.",05-TUC-17050202,B,caller
148,148,148,148,148,05-TUC-17050202,40,A,164.004,168.46,4.456000000000017,"Okay, we have them on the way.",05-TUC-17050202,A,operator
149,149,149,149,149,05-TUC-17050202,40,B,168.532,171.156,2.6239999999999952,He's mexican. He's mexican? Yeah.,05-TUC-17050202,B,caller
150,150,150,150,150,05-TUC-17050202,40,A,171.18,175.432,4.251999999999981,"Okay, I want them to be able to see you. What are you? Are you white, black?",05-TUC-17050202,A,operator
151,151,151,151,151,05-TUC-17050202,40,B,175.528,178.944,3.415999999999997,"No, no, we didn't see it. Okay, the police are here.",05-TUC-17050202,B,caller
152,152,152,152,152,05-TUC-17050202,40,A,179.064,180.112,1.0480000000000018,Do you see them?,05-TUC-17050202,A,operator
153,153,153,153,153,05-TUC-17050202,40,B,180.288,189.644,9.355999999999996,"Yeah, they're right here. They. Get. Daddy, get back, man. Daddy, get back. Get back. Daddy. You just said get back. Do you need me on the phone still?",05-TUC-17050202,B,caller
154,154,154,154,154,05-TUC-17050202,40,A,191.344,195.36,4.01600000000002,"No. If the officer is there, I want you to. Yeah, I want you to talk to.",05-TUC-17050202,A,operator
155,155,155,155,155,05-TUC-17050202,40,B,195.392,203.014,7.622000000000014,I need a garbage bag. Anybody have a garbage bag? Where? Quickly.,05-TUC-17050202,B,caller
156,156,156,156,156,05-TUC-17050202,40,A,203.594,205.93,2.3360000000000127,I want you to talk to the officer. Did he see you?,05-TUC-17050202,A,operator
157,157,157,157,157,05-TUC-17050202,40,B,206.082,207.778,1.695999999999998,"Yeah, he told me to get a garbage back.",05-TUC-17050202,B,caller
158,158,158,158,158,05-TUC-17050202,40,A,207.906,209.314,1.407999999999987,"Okay, okay. Go ahead and.",05-TUC-17050202,A,operator
159,159,159,159,159,05-TUC-17050202,40,B,209.354,210.666,1.3119999999999834,I got one. I got one.,05-TUC-17050202,B,caller
160,160,160,160,160,05-TUC-17050202,40,A,210.77,212.334,1.563999999999993,You can go ahead and hang up.,05-TUC-17050202,A,operator
161,161,161,161,161,05-TUC-17050202,40,B,213.474,214.402,0.9279999999999972,Go ahead and hang up.,05-TUC-17050202,B,caller
162,162,162,162,162,05-TUC-17050202,40,A,214.458,216.254,1.7959999999999925,"Yeah, you can go and hang up with me. Okay.",05-TUC-17050202,A,operator
163,163,163,163,163,05-TUC-17050202,40,B,217.674,218.69,1.0159999999999911,"Okay, I can hang up.",05-TUC-17050202,B,caller
164,164,164,164,164,05-TUC-17050202,40,A,218.762,223.594,4.831999999999994,"Yeah, hang up. Let's talk with the officer, okay?",05-TUC-17050202,A,operator
165,165,165,165,165,07-TUC-17060706,8,A,3.52,12.582,9.062,"Hi. Um, so, someone just saw someone at missing Manor park. What was that?",07-TUC-17060706,A,caller
166,166,166,166,166,07-TUC-17060706,8,B,12.638,13.806,1.1679999999999993,Did you see it happen?,07-TUC-17060706,B,operator
167,167,167,167,167,07-TUC-17060706,8,A,13.95,27.688,13.738,"Yes, we saw it happen. Um, it was in the back of Mission Manor park. Um, where, like, the soccer. The soccer. Um, yeah, it was a lot of shots and the persons on the ground.",07-TUC-17060706,A,caller
168,168,168,168,168,07-TUC-17060706,8,B,27.806,31.26,3.4540000000000006,"Okay, and who is. Who is the one shooting the gun?",07-TUC-17060706,B,operator
169,169,169,169,169,07-TUC-17060706,8,A,31.452,76.304,44.852,"I don't know. We were on. We were in a different car, but it was. There was a white camry, a golden passport. I don't know. We were kind of, like, far from them. And when we heard the shots and when we turned around. What part is it on? In the back on west east quad. It's on the Santa Clara street. On the Santa Clara? Yeah. Well, we're going back because I'm back.",07-TUC-17060706,A,caller
170,170,170,170,170,07-TUC-17060706,8,B,77.204,78.944,1.740000000000009,What did you say exactly?,07-TUC-17060706,B,operator
171,171,171,171,171,07-TUC-17060706,8,A,79.964,104.798,24.834000000000003,"We just. Okay. There was a bunch of people there. We don't know. Like, there's, like, three cars, and we. We saw, like, we just saw, like, gunshots, and we looked back, and. No, we don't. We don't know.",07-TUC-17060706,A,caller
172,172,172,172,172,07-TUC-17060706,8,B,104.846,107.786,2.9399999999999977,So you saw the flash of the gun. How many shots you hear?,07-TUC-17060706,B,operator
173,173,173,173,173,07-TUC-17060706,8,A,107.93,125.498,17.567999999999998,"It was, like, about five. Yeah. We. I think. I don't know. I don't know if there was two people on the ground or. I was just seeing things, but I was really scared, and I just told my boyfriend to leave because I didn't know what to do.",07-TUC-17060706,A,caller
174,174,174,174,174,07-TUC-17060706,8,B,125.546,126.786,1.2399999999999949,Okay. What's your name?,07-TUC-17060706,B,operator
175,175,175,175,175,07-TUC-17060706,8,A,126.93,131.658,4.72799999999998,Selena Barrera. What was that?,07-TUC-17060706,A,caller
